Plik,Kolory,Rezystancja
resistor (8828).jpg,WHITE-WHITE-BLUE-WHITE-GRAY,99000000
resistor (8829).jpg,WHITE-BLUE-WHITE-WHITE-RED,96000000000
resistor (883).jpg,BLACK-RED-BROWN-ORANGE-BLACK,20
resistor (8830).jpg,BLACK-GREEN-BLACK-ORANGE-YELLOW,5
resistor (8831).jpg,YELLOW-BROWN-ORANGE-GREEN-GREEN,41000
resistor (8832).jpg,BLUE-RED-WHITE,62000000000
resistor (8833).jpg,BLUE-RED,BRAK
resistor (8834).jpg,BLUE-RED-GREEN,6200000
resistor (8835).jpg,RED-BLUE,BRAK
resistor (8836).jpg,GRAY-GRAY-RED-BLUE,8800
resistor (8837).jpg,BLUE-RED,BRAK
resistor (8838).jpg,RED-BLACK-GREEN-BLUE,2000000
resistor (8839).jpg,BLUE-GRAY-RED,6800
resistor (884).jpg,RED-GREEN-ORANGE-BROWN-RED,25000
resistor (8840).jpg,BLUE-RED-GRAY,6200000000
resistor (8841).jpg,BLUE-GRAY-RED-GRAY-GRAY,6800
resistor (8842).jpg,BLUE-RED,BRAK
resistor (8843).jpg,BLUE-RED,BRAK
resistor (8844).jpg,BLUE-RED,BRAK
resistor (8845).jpg,RED-BLUE-GRAY,2600000000
resistor (8846).jpg,GRAY-BLACK-GRAY-RED-BLUE,8000000000
resistor (8847).jpg,BLUE-GRAY-GRAY-RED,6800000000
resistor (8848).jpg,BLUE-WHITE-RED,6900
resistor (8849).jpg,BLUE-GRAY-RED,6800
resistor (885).jpg,BLACK-RED-ORANGE-ORANGE-BROWN,2000
resistor (8850).jpg,BLUE-GRAY-GREEN-RED,6800000
resistor (8851).jpg,RED-ORANGE-BLACK-BLUE,23
resistor (8852).jpg,BLUE-GRAY-GRAY-RED,6800000000
resistor (8853).jpg,BLUE-GRAY-RED,6800
resistor (8854).jpg,RED-BLACK-BLUE,20000000
resistor (8855).jpg,BLUE-GRAY-GRAY-RED,6800000000
resistor (8856).jpg,BLUE-GREEN-BLACK-YELLOW-ORANGE,65
resistor (8857).jpg,RED-BLUE-GRAY,2600000000
resistor (8858).jpg,RED-BLUE,BRAK
resistor (8859).jpg,BLUE-GRAY-RED,6800
resistor (886).jpg,RED-GREEN-ORANGE-RED-BROWN,25000
resistor (8860).jpg,RED-BLUE,BRAK
resistor (8861).jpg,RED-ORANGE-YELLOW-BLACK-GREEN,230000
resistor (8862).jpg,BLUE-GRAY-GRAY-RED,6800000000
resistor (8863).jpg,BLUE-GRAY-GRAY-RED,6800000000
resistor (8864).jpg,GRAY-RED-GRAY-BLUE,8200000000
resistor (8865).jpg,BLUE-GREEN-RED,6500
resistor (8866).jpg,RED-BLUE,BRAK
resistor (8867).jpg,BLUE-BLACK-BLACK-YELLOW-ORANGE,60
resistor (8868).jpg,BLUE-GRAY-RED,6800
resistor (8869).jpg,RED-BLUE-GRAY,2600000000
resistor (887).jpg,ORANGE-RED-GREEN-RED,3200000
resistor (8870).jpg,RED-BLUE-GRAY,2600000000
resistor (8871).jpg,BLUE-GRAY-RED,6800
resistor (8872).jpg,BLUE-RED,BRAK
resistor (8873).jpg,BLUE-GRAY-RED,6800
resistor (8874).jpg,BLUE-GRAY-RED,6800
resistor (8875).jpg,RED-BLUE,BRAK
resistor (8876).jpg,RED-ORANGE-YELLOW-BLACK-BLUE,230000
resistor (8877).jpg,WHITE-BLUE-RED,9600
resistor (8878).jpg,BLUE-GRAY-GRAY-RED,6800000000
resistor (8879).jpg,BLUE-GREEN-RED,6500
resistor (888).jpg,RED-GREEN-ORANGE-BROWN-RED,25000
resistor (8880).jpg,BLUE-GRAY-RED,6800
resistor (8881).jpg,RED-BLUE,BRAK
resistor (8882).jpg,GREEN-BLUE-RED,5600
resistor (8883).jpg,GRAY-BLUE-RED-GREEN,8600
resistor (8884).jpg,GREEN-BLUE-RED,5600
resistor (8885).jpg,GRAY-BLUE-GREEN-RED-GREEN,8600000
resistor (8886).jpg,BLUE-RED,BRAK
resistor (8887).jpg,GRAY-BLUE-BLACK-YELLOW-RED,86
resistor (8888).jpg,GRAY-BLUE-GRAY-RED,8600000000
resistor (8889).jpg,BLUE-RED-GREEN,6200000
resistor (889).jpg,RED-GREEN-ORANGE-BROWN-RED,25000
resistor (8890).jpg,GRAY-BLUE-RED,8600
resistor (8891).jpg,GRAY-BLUE-RED,8600
resistor (8892).jpg,GRAY-BLUE-RED,8600
resistor (8893).jpg,GRAY-BLUE-GRAY-RED,8600000000
resistor (8894).jpg,GRAY-BLUE-RED,8600
resistor (8895).jpg,GRAY-BLUE-RED,8600
resistor (8896).jpg,GRAY-BLUE-BLACK-GREEN-BLACK,86
resistor (8897).jpg,GREEN-BLUE-RED,5600
resistor (8898).jpg,GRAY-BLUE-RED,8600
resistor (8899).jpg,GREEN-BLUE-GRAY-RED,5600000000
resistor (89).jpg,GRAY,BRAK
resistor (890).jpg,BLACK-ORANGE-BROWN-RED-ORANGE,30
resistor (8900).jpg,RED-BLUE-GRAY-GRAY,2600000000
resistor (8901).jpg,GREEN-BLUE-RED,5600
resistor (8902).jpg,GREEN-RED-BLUE-GRAY-GRAY,52000000
resistor (8903).jpg,RED-BLUE-GREEN,2600000
resistor (8904).jpg,GRAY-BLUE-RED,8600
resistor (8905).jpg,BLUE-RED,BRAK
resistor (8906).jpg,BLUE-RED,BRAK
resistor (8907).jpg,GRAY-BLUE-BLACK-YELLOW-RED,86
resistor (8908).jpg,GRAY-BLUE-RED,8600
resistor (8909).jpg,BLUE-RED,BRAK
resistor (891).jpg,BROWN-ORANGE-ORANGE-BROWN-RED,13000
resistor (8910).jpg,RED-BLUE,BRAK
resistor (8911).jpg,BLUE-RED,BRAK
resistor (8912).jpg,GREEN-BLUE-RED-GREEN,5600
resistor (8913).jpg,BLUE-RED,BRAK
resistor (8914).jpg,GRAY-BLUE-RED-GRAY,8600
resistor (8915).jpg,BLUE-RED-GREEN,6200000
resistor (8916).jpg,BLUE-RED-GREEN,6200000
resistor (8917).jpg,BLUE-RED-GREEN,6200000
resistor (8918).jpg,RED-GREEN-BLUE-GRAY,25000000
resistor (8919).jpg,GREEN-BLUE-RED,5600
resistor (892).jpg,BLACK-WHITE-BROWN-ORANGE-RED,90
resistor (8920).jpg,BLUE-RED,BRAK
resistor (8921).jpg,BLUE-RED,BRAK
resistor (8922).jpg,RED-BLUE,BRAK
resistor (8923).jpg,RED-BLUE,BRAK
resistor (8924).jpg,BLUE-RED,BRAK
resistor (8925).jpg,BLACK-RED-BLACK-ORANGE-BROWN,2
resistor (8926).jpg,BROWN-ORANGE-BLACK-RED,13
resistor (8927).jpg,WHITE-BROWN-ORANGE-RED-BROWN,91000
resistor (8928).jpg,ORANGE-RED-GRAY-RED,3200000000
resistor (8929).jpg,WHITE-WHITE-BROWN-ORANGE-RED,990
resistor (893).jpg,RED-BROWN-GREEN-ORANGE-BROWN,2100000
resistor (8930).jpg,BLACK-WHITE-RED-BROWN-ORANGE,900
resistor (8931).jpg,BLACK-RED-BLACK-BROWN-ORANGE,2
resistor (8932).jpg,BROWN-ORANGE-RED-BROWN-ORANGE,1300
resistor (8933).jpg,BLACK-RED-BLACK-BROWN-ORANGE,2
resistor (8934).jpg,BROWN-RED-BROWN-ORANGE-BLACK,120
resistor (8935).jpg,WHITE-WHITE-WHITE-ORANGE-BROWN,99000000000
resistor (8936).jpg,BLACK-BROWN-BROWN-RED-RED,10
resistor (8937).jpg,BLACK-BROWN-ORANGE-BLACK-BROWN,1000
resistor (8938).jpg,BLACK-BROWN-ORANGE-RED-RED,1000
resistor (8939).jpg,BROWN-ORANGE-BLACK-RED,13
resistor (894).jpg,RED-GREEN-RED,2500
resistor (8940).jpg,WHITE-BROWN-ORANGE-RED-ORANGE,91000
resistor (8941).jpg,WHITE-RED-BROWN-ORANGE-BLACK,920
resistor (8942).jpg,BLACK-RED-BLACK-BROWN-ORANGE,2
resistor (8943).jpg,BLACK-RED-GRAY-RED-ORANGE,200000000
resistor (8944).jpg,BLACK-RED-BLACK-ORANGE-BROWN,2
resistor (8945).jpg,ORANGE-BROWN-RED-BROWN-ORANGE,3100
resistor (8946).jpg,BLACK-RED-ORANGE-BLACK-BROWN,2000
resistor (8947).jpg,WHITE-WHITE-ORANGE-BROWN-RED,99000
resistor (8948).jpg,WHITE-RED-BROWN-ORANGE-BLACK,920
resistor (8949).jpg,BLACK-RED-ORANGE-BLACK-BROWN,2000
resistor (895).jpg,RED-GREEN-ORANGE-RED-ORANGE,25000
resistor (8950).jpg,BLACK-RED-ORANGE-BLACK-BROWN,2000
resistor (8951).jpg,ORANGE-BROWN-RED-BROWN-ORANGE,3100
resistor (8952).jpg,WHITE-BROWN-ORANGE-RED-RED,91000
resistor (8953).jpg,BLACK-BLACK-BROWN-ORANGE-BLACK,BRAK
resistor (8954).jpg,BLACK-WHITE-ORANGE-BROWN-BLACK,9000
resistor (8955).jpg,BLACK-WHITE-WHITE-RED-BROWN,9000000000
resistor (8956).jpg,WHITE-RED-BROWN-ORANGE-BLACK,920
resistor (8957).jpg,BLACK-ORANGE-BROWN-RED-BROWN,30
resistor (8958).jpg,BROWN-ORANGE-RED-BROWN-ORANGE,1300
resistor (8959).jpg,WHITE-RED-BROWN-ORANGE-BLACK,920
resistor (896).jpg,RED-GREEN-RED-BROWN-ORANGE,2500
resistor (8960).jpg,WHITE-BLACK-WHITE-WHITE-WHITE,90000000000
resistor (8961).jpg,BLACK-BROWN-ORANGE-RED-BROWN,1000
resistor (8962).jpg,WHITE-RED-RED-BROWN-ORANGE,9200
resistor (8963).jpg,GRAY-GRAY-GRAY-BLACK-BROWN,8800000000
resistor (8964).jpg,BLACK-BROWN-ORANGE-BLACK-ORANGE,1000
resistor (8965).jpg,BLACK-RED-BLACK-BROWN-ORANGE,2
resistor (8966).jpg,BROWN-ORANGE-RED-ORANGE-BROWN,1300
resistor (8967).jpg,BLACK-BLACK-BROWN-ORANGE-WHITE,BRAK
resistor (8968).jpg,RED-ORANGE-BROWN-BLACK-WHITE,230
resistor (8969).jpg,BLACK-WHITE-BROWN-ORANGE-RED,90
resistor (897).jpg,RED-GREEN-ORANGE-BROWN-RED,25000
resistor (8970).jpg,ORANGE-RED-GRAY-RED,3200000000
resistor (8971).jpg,RED-BROWN-ORANGE-BLACK-WHITE,21000
resistor (8972).jpg,BROWN-ORANGE-BLACK,13
resistor (8973).jpg,WHITE-WHITE-WHITE-RED-ORANGE,99000000000
resistor (8974).jpg,BLACK-BROWN-BROWN-RED-ORANGE,10
resistor (8975).jpg,GRAY-BLACK-GRAY-RED-GRAY,8000000000
resistor (8976).jpg,WHITE-ORANGE-BROWN-RED-BROWN,930
resistor (8977).jpg,BROWN-BLACK-BROWN-BLACK-BROWN,100
resistor (8978).jpg,RED-ORANGE-ORANGE-GRAY,23000
resistor (8979).jpg,WHITE-WHITE-ORANGE-RED-RED,99000
resistor (898).jpg,RED-GREEN-ORANGE-BROWN-RED,25000
resistor (8980).jpg,RED-ORANGE-ORANGE-BROWN-BROWN,23000
resistor (8981).jpg,RED-BROWN-ORANGE-BROWN-GRAY,21000
resistor (8982).jpg,ORANGE-BLACK-BLACK-ORANGE-RED,30
resistor (8983).jpg,RED-ORANGE-RED-BROWN-ORANGE,2300
resistor (8984).jpg,BROWN-ORANGE-BLACK-BROWN-BLACK,13
resistor (8985).jpg,RED-RED-BROWN-ORANGE-WHITE,220
resistor (8986).jpg,RED-BROWN-ORANGE-ORANGE-BROWN,21000
resistor (8987).jpg,RED-RED-BROWN-ORANGE,220
resistor (8988).jpg,RED-ORANGE-ORANGE-ORANGE-BROWN,23000
resistor (8989).jpg,RED-ORANGE-BROWN-BLACK-BROWN,230
resistor (899).jpg,RED-GREEN-ORANGE-BROWN-RED,25000
resistor (8990).jpg,RED-ORANGE-BROWN-ORANGE-BROWN,230
resistor (8991).jpg,RED-ORANGE-BROWN-ORANGE,230
resistor (8992).jpg,RED-ORANGE-BROWN-ORANGE-BROWN,230
resistor (8993).jpg,ORANGE-BLACK-BROWN-ORANGE-BLACK,300
resistor (8994).jpg,ORANGE-BROWN-RED-RED,3100
resistor (8995).jpg,RED-ORANGE-BROWN-BLACK-BROWN,230
resistor (8996).jpg,ORANGE-BLACK-BLACK-BROWN-ORANGE,30
resistor (8997).jpg,BROWN-ORANGE-BROWN-ORANGE-RED,130
resistor (8998).jpg,RED-ORANGE-BROWN-ORANGE,230
resistor (8999).jpg,BROWN-RED-ORANGE-RED,12000
resistor (9).jpg,RED-ORANGE-BROWN-BROWN-ORANGE,230
resistor (90).jpg,BLACK-GRAY-GRAY,800000000
resistor (900).jpg,RED-ORANGE-ORANGE-BROWN-ORANGE,23000
resistor (9000).jpg,RED-ORANGE-ORANGE-GRAY,23000
resistor (9001).jpg,ORANGE-RED-RED,3200
resistor (9002).jpg,RED-BROWN-BROWN-ORANGE-GRAY,210
resistor (9003).jpg,ORANGE-BROWN-RED-RED,3100
resistor (9004).jpg,RED-BROWN-BLACK-BROWN-BLACK,21
resistor (9005).jpg,RED-BROWN-BROWN-ORANGE,210
resistor (9006).jpg,RED-ORANGE-BROWN,230
resistor (9007).jpg,WHITE-RED-RED-BROWN-ORANGE,9200
resistor (9008).jpg,ORANGE-BROWN-RED-RED,3100
resistor (9009).jpg,RED-ORANGE-BROWN-ORANGE-ORANGE,230
resistor (901).jpg,RED-GREEN-RED-ORANGE,2500
resistor (9010).jpg,RED-ORANGE-BLACK-ORANGE-GRAY,23
resistor (9011).jpg,ORANGE-BROWN-ORANGE-RED-BROWN,31000
resistor (9012).jpg,BROWN-RED-RED,1200
resistor (9013).jpg,RED-ORANGE-GRAY-ORANGE-BROWN,2300000000
resistor (9014).jpg,BROWN-RED-ORANGE-BROWN,12000
resistor (9015).jpg,RED-ORANGE-BLACK-ORANGE-BROWN,23
resistor (9016).jpg,RED-ORANGE-BLACK-ORANGE-BROWN,23
resistor (9017).jpg,BROWN-BROWN-ORANGE-BLACK-RED,11000
resistor (9018).jpg,RED-ORANGE-BLACK-ORANGE-BROWN,23
resistor (9019).jpg,BROWN-RED-ORANGE-BLACK-ORANGE,12000
resistor (902).jpg,BROWN-ORANGE-RED-ORANGE-BROWN,1300
resistor (9020).jpg,RED-ORANGE-BLACK-ORANGE-BROWN,23
resistor (9021).jpg,RED-ORANGE-ORANGE,23000
resistor (9022).jpg,ORANGE-RED-ORANGE-BLACK-RED,32000
resistor (9023).jpg,RED-BLACK-ORANGE-BROWN-ORANGE,20000
resistor (9024).jpg,RED-ORANGE-ORANGE-BROWN-ORANGE,23000
resistor (9025).jpg,RED-ORANGE-ORANGE-RED-ORANGE,23000
resistor (9026).jpg,RED-ORANGE-BLACK-ORANGE-BROWN,23
resistor (9027).jpg,RED-ORANGE-ORANGE-BROWN-ORANGE,23000
resistor (9028).jpg,RED-RED-ORANGE,22000
resistor (9029).jpg,GRAY-RED-ORANGE-BLACK-ORANGE,82000
resistor (903).jpg,RED-GREEN-ORANGE-BROWN-RED,25000
resistor (9030).jpg,BROWN-ORANGE-BROWN-ORANGE-ORANGE,130
resistor (9031).jpg,RED-ORANGE-BLACK-ORANGE-BROWN,23
resistor (9032).jpg,RED-ORANGE-RED-ORANGE,2300
resistor (9033).jpg,GRAY-GRAY-GRAY-RED-ORANGE,8800000000
resistor (9034).jpg,GRAY-BROWN-RED-RED-ORANGE,8100
resistor (9035).jpg,RED-ORANGE-ORANGE-BROWN-RED,23000
resistor (9036).jpg,RED-ORANGE-ORANGE-BROWN-GRAY,23000
resistor (9037).jpg,ORANGE-BROWN-ORANGE-BROWN-ORANGE,31000
resistor (9038).jpg,BROWN-ORANGE-ORANGE-ORANGE-RED,13000
resistor (9039).jpg,GRAY-RED-ORANGE-BLACK-ORANGE,82000
resistor (904).jpg,BLACK-BROWN-ORANGE-RED-ORANGE,1000
resistor (9040).jpg,BROWN-RED-ORANGE-ORANGE-RED,12000
resistor (9041).jpg,ORANGE-ORANGE-ORANGE-RED,33000
resistor (9042).jpg,RED-ORANGE-ORANGE-RED-ORANGE,23000
resistor (9043).jpg,ORANGE-RED-ORANGE-ORANGE-RED,32000
resistor (9044).jpg,GRAY-BLACK-GRAY-BLACK-GRAY,8000000000
resistor (9045).jpg,GRAY-RED-ORANGE-ORANGE-RED,82000
resistor (9046).jpg,RED-ORANGE-ORANGE-BROWN,23000
resistor (9047).jpg,RED-ORANGE-BROWN-ORANGE,230
resistor (9048).jpg,RED-ORANGE-ORANGE-BROWN,23000
resistor (9049).jpg,RED-ORANGE-ORANGE-BROWN-BROWN,23000
resistor (905).jpg,ORANGE-RED-ORANGE-GREEN-RED,32000
resistor (9050).jpg,BROWN-RED-BROWN-ORANGE-ORANGE,120
resistor (9051).jpg,ORANGE-BROWN-BROWN-ORANGE-ORANGE,310
resistor (9052).jpg,BROWN-RED-ORANGE-ORANGE-BROWN,12000
resistor (9053).jpg,RED-ORANGE-ORANGE-BROWN-BROWN,23000
resistor (9054).jpg,RED-ORANGE-ORANGE-BROWN-ORANGE,23000
resistor (9055).jpg,ORANGE-ORANGE-RED,3300
resistor (9056).jpg,GRAY-ORANGE-ORANGE-RED-GRAY,83000
resistor (9057).jpg,GRAY-RED-ORANGE-BLACK-ORANGE,82000
resistor (9058).jpg,ORANGE-RED-ORANGE-BLACK-RED,32000
resistor (9059).jpg,BLACK-BLACK-BLACK-BLACK-BROWN,BRAK
resistor (906).jpg,RED-GREEN-ORANGE-BROWN-RED,25000
resistor (9060).jpg,BLACK-RED-BLACK-BROWN-BLACK,2
resistor (9061).jpg,ORANGE-RED-ORANGE-BLACK-ORANGE,32000
resistor (9062).jpg,BLACK-RED-BROWN-BLACK-BLACK,20
resistor (9063).jpg,BLACK-RED-BROWN-ORANGE-BLACK,20
resistor (9064).jpg,BLACK-RED-ORANGE-BROWN-RED,2000
resistor (9065).jpg,WHITE-WHITE-BLACK-RED-BLACK,99
resistor (9066).jpg,ORANGE-RED-RED-ORANGE-BLACK,3200
resistor (9067).jpg,BLACK-ORANGE-RED-ORANGE-BLACK,300
resistor (9068).jpg,ORANGE-RED-ORANGE-BLACK-RED,32000
resistor (9069).jpg,GRAY-BLACK-RED-ORANGE-GRAY,8000
resistor (907).jpg,BROWN-BROWN-RED-BROWN-ORANGE,1100
resistor (9070).jpg,BLACK-ORANGE-RED-ORANGE-BLACK,300
resistor (9071).jpg,GRAY-BLACK-RED-ORANGE-BROWN,8000
resistor (9072).jpg,ORANGE-RED-RED-ORANGE-BLACK,3200
resistor (9073).jpg,RED-ORANGE-BLACK-RED,23
resistor (9074).jpg,GRAY-GRAY-BLACK-GRAY-RED,88
resistor (9075).jpg,BLACK-ORANGE-RED-BLACK-ORANGE,300
resistor (9076).jpg,ORANGE-RED-ORANGE-BLACK-RED,32000
resistor (9077).jpg,RED-ORANGE-BLACK-RED,23
resistor (9078).jpg,ORANGE-RED-ORANGE-BLACK-RED,32000
resistor (9079).jpg,BLACK-RED-GRAY-RED-BLACK,200000000
resistor (908).jpg,BLACK-BROWN-RED-BROWN-ORANGE,100
resistor (9080).jpg,RED-ORANGE-BLACK-RED,23
resistor (9081).jpg,BLACK-BLACK-BLACK-BLACK-RED,BRAK
resistor (9082).jpg,ORANGE-RED-ORANGE-BLACK-RED,32000
resistor (9083).jpg,BLACK-RED-BROWN-BLACK-BROWN,20
resistor (9084).jpg,ORANGE-RED-ORANGE-BLACK-RED,32000
resistor (9085).jpg,BLACK-RED-BLACK-ORANGE-RED,2
resistor (9086).jpg,ORANGE-RED-ORANGE-BLACK-RED,32000
resistor (9087).jpg,ORANGE-RED-ORANGE-BLACK-RED,32000
resistor (9088).jpg,ORANGE-RED-ORANGE-BLACK-RED,32000
resistor (9089).jpg,WHITE-WHITE-BLACK-WHITE-RED,99
resistor (909).jpg,RED-GREEN-ORANGE-RED-ORANGE,25000
resistor (9090).jpg,ORANGE-RED-ORANGE-BLACK-RED,32000
resistor (9091).jpg,BLACK-ORANGE-ORANGE-BLACK-RED,3000
resistor (9092).jpg,ORANGE-RED-ORANGE-BLACK-RED,32000
resistor (9093).jpg,BLACK-RED-BLACK-BLACK-GRAY,2
resistor (9094).jpg,GRAY-GRAY-GRAY-GRAY-ORANGE,8800000000
resistor (9095).jpg,BLACK-ORANGE-RED-BLACK-ORANGE,300
resistor (9096).jpg,ORANGE-RED-ORANGE-BLACK-RED,32000
resistor (9097).jpg,ORANGE-RED-ORANGE-BLACK-RED,32000
resistor (9098).jpg,ORANGE-RED-ORANGE-BLACK-RED,32000
resistor (9099).jpg,BLACK-ORANGE-RED-BLACK-ORANGE,300
resistor (91).jpg,BLACK-BLACK,BRAK
resistor (910).jpg,RED-GREEN-ORANGE-BROWN-RED,25000
resistor (9100).jpg,BLACK-RED-BLACK-ORANGE-RED,2
resistor (9101).jpg,ORANGE-RED-ORANGE-BLACK-RED,32000
resistor (9102).jpg,RED-RED-ORANGE-BLACK-BROWN,22000
resistor (9103).jpg,BLACK-BLACK-BROWN-RED,BRAK
resistor (9104).jpg,BLACK-ORANGE-RED-RED,300
resistor (9105).jpg,ORANGE-RED-RED-ORANGE-BLACK,3200
resistor (9106).jpg,RED-RED,BRAK
resistor (9107).jpg,ORANGE-BLACK-RED-BLACK-RED,3000
resistor (9108).jpg,RED-RED-BLACK-RED,22
resistor (9109).jpg,RED-RED-BLACK,22
resistor (911).jpg,BLACK-ORANGE-RED-GREEN-RED,300
resistor (9110).jpg,GRAY-RED-BLACK-RED,82
resistor (9111).jpg,RED-RED-BLACK-RED-GRAY,22
resistor (9112).jpg,GRAY-GRAY-BLACK,88
resistor (9113).jpg,RED-RED-BLACK-RED-BROWN,22
resistor (9114).jpg,BROWN-RED-BROWN-BROWN-BROWN,120
resistor (9115).jpg,RED-RED-BLACK-RED,22
resistor (9116).jpg,RED-RED-ORANGE-BLACK,22000
resistor (9117).jpg,GRAY-GRAY,BRAK
resistor (9118).jpg,BLACK-BLACK-RED-BLACK,BRAK
resistor (9119).jpg,BROWN-RED-BROWN-BLACK,120
resistor (912).jpg,RED-GREEN-ORANGE-RED-BROWN,25000
resistor (9120).jpg,BROWN-RED-RED-RED,1200
resistor (9121).jpg,RED-RED-BLACK-RED,22
resistor (9122).jpg,BROWN-RED-BROWN-BLACK,120
resistor (9123).jpg,RED-BLACK-RED,2000
resistor (9124).jpg,GRAY-BROWN,BRAK
resistor (9125).jpg,ORANGE-RED-RED-ORANGE-BLACK,3200
resistor (9126).jpg,GRAY-BROWN-RED-GRAY-RED,8100
resistor (9127).jpg,RED-RED-BROWN-BLACK-RED,220
resistor (9128).jpg,RED-RED-RED,2200
resistor (9129).jpg,RED-RED-BLACK-RED,22
resistor (913).jpg,RED-BROWN-GREEN-ORANGE-BROWN,2100000
resistor (9130).jpg,RED-BLACK,BRAK
resistor (9131).jpg,GRAY-ORANGE-GRAY,8300000000
resistor (9132).jpg,BLACK-GRAY-GRAY-RED-BLACK,800000000
resistor (9133).jpg,RED-RED-BLACK-RED,22
resistor (9134).jpg,BLACK-WHITE-WHITE-WHITE-WHITE,9000000000
resistor (9135).jpg,RED-RED-RED-BROWN-GRAY,2200
resistor (9136).jpg,RED-RED-RED,2200
resistor (9137).jpg,RED-RED-BROWN-BLACK-RED,220
resistor (9138).jpg,BROWN-RED-RED-BLACK-RED,1200
resistor (9139).jpg,BLACK-BLACK-RED,BRAK
resistor (914).jpg,BLACK-ORANGE-BROWN-RED-ORANGE,30
resistor (9140).jpg,GRAY-GRAY-GRAY-GRAY-BROWN,8800000000
resistor (9141).jpg,GRAY-RED-BLACK-ORANGE-ORANGE,82
resistor (9142).jpg,BLACK-GRAY-GRAY-GRAY-GRAY,800000000
resistor (9143).jpg,RED-RED-BLACK-RED,22
resistor (9144).jpg,RED-BLACK-BROWN-RED,200
resistor (9145).jpg,ORANGE-RED-RED-ORANGE-ORANGE,3200
resistor (9146).jpg,BLACK-RED-BLACK-BLACK,2
resistor (9147).jpg,RED-BLACK-RED,2000
resistor (9148).jpg,RED-RED-BLACK-BROWN,22
resistor (9149).jpg,RED-BLACK-BROWN-RED-RED,200
resistor (915).jpg,RED-GREEN-BROWN-ORANGE-RED,250
resistor (9150).jpg,BROWN-RED-RED-BLACK-BROWN,1200
resistor (9151).jpg,WHITE-ORANGE-GRAY-WHITE,9300000000
resistor (9152).jpg,,BRAK
resistor (9153).jpg,ORANGE-RED-BLACK-BROWN-ORANGE,32
resistor (9154).jpg,GRAY-BLACK-GRAY-BLACK,8000000000
resistor (9155).jpg,ORANGE-RED-BLACK-BROWN-ORANGE,32
resistor (9156).jpg,ORANGE-ORANGE-RED-BROWN-ORANGE,3300
resistor (9157).jpg,BLACK-BLACK-BROWN-BLACK-RED,BRAK
resistor (9158).jpg,RED-GRAY-WHITE-ORANGE-BROWN,28000000000
resistor (9159).jpg,ORANGE-RED-BLACK-BROWN-ORANGE,32
resistor (916).jpg,RED-GREEN-RED-ORANGE,2500
resistor (9160).jpg,RED-BROWN-ORANGE-RED-ORANGE,21000
resistor (9161).jpg,RED-BLACK-BROWN-ORANGE-ORANGE,200
resistor (9162).jpg,,BRAK
resistor (9163).jpg,ORANGE-ORANGE-RED-BLACK-BROWN,3300
resistor (9164).jpg,GRAY-GRAY,BRAK
resistor (9165).jpg,ORANGE-RED-BROWN-BROWN-ORANGE,320
resistor (9166).jpg,,BRAK
resistor (9167).jpg,ORANGE-ORANGE-RED-BLACK-ORANGE,3300
resistor (9168).jpg,BLACK-ORANGE-RED-RED-ORANGE,300
resistor (9169).jpg,GRAY,BRAK
resistor (917).jpg,BROWN-RED-GREEN-ORANGE-BROWN,1200000
resistor (9170).jpg,,BRAK
resistor (9171).jpg,,BRAK
resistor (9172).jpg,RED-BROWN-ORANGE-RED-ORANGE,21000
resistor (9173).jpg,BLACK-GRAY-GRAY-GRAY-RED,800000000
resistor (9174).jpg,ORANGE-RED-ORANGE-BROWN-RED,32000
resistor (9175).jpg,ORANGE-RED-BROWN-ORANGE-RED,320
resistor (9176).jpg,ORANGE-RED-BROWN-ORANGE-BLACK,320
resistor (9177).jpg,RED-BLACK-ORANGE-ORANGE-RED,20000
resistor (9178).jpg,GRAY-GRAY,BRAK
resistor (9179).jpg,BLACK-BLACK-BLACK-BROWN-RED,BRAK
resistor (918).jpg,RED-GREEN-RED-ORANGE-ORANGE,2500
resistor (9180).jpg,ORANGE-RED-BLACK-BROWN-ORANGE,32
resistor (9181).jpg,BLACK-ORANGE-BLACK-BROWN-BLACK,3
resistor (9182).jpg,BLACK-BLACK-BLACK-BROWN-BLACK,BRAK
resistor (9183).jpg,ORANGE-RED-BLACK-BROWN-ORANGE,32
resistor (9184).jpg,ORANGE-RED-BLACK-BROWN-ORANGE,32
resistor (9185).jpg,BLACK-BLACK-BROWN-BROWN-RED,BRAK
resistor (9186).jpg,BLACK-ORANGE-RED-RED-BROWN,300
resistor (9187).jpg,ORANGE-ORANGE-RED-BLACK-BROWN,3300
resistor (9188).jpg,BROWN-ORANGE-RED-ORANGE-BROWN,1300
resistor (9189).jpg,RED-BLACK-BROWN-ORANGE-ORANGE,200
resistor (919).jpg,WHITE-WHITE-BROWN-BLACK-BROWN,990
resistor (9190).jpg,GRAY-RED-BLACK-BROWN-BLACK,82
resistor (9191).jpg,BLACK-WHITE-RED-ORANGE-BROWN,900
resistor (9192).jpg,ORANGE-RED-BROWN-ORANGE-BLACK,320
resistor (9193).jpg,RED-BLACK-BROWN-ORANGE-ORANGE,200
resistor (9194).jpg,ORANGE-RED-RED,3200
resistor (9195).jpg,BLACK-RED-BROWN-BLACK-BLACK,20
resistor (9196).jpg,RED-BROWN-ORANGE-RED-RED,21000
resistor (9197).jpg,RED-BROWN-ORANGE-RED-ORANGE,21000
resistor (9198).jpg,RED-GRAY-ORANGE-BROWN-RED,28000
